user_id,ISBN,title,book_rating
22637,055337933X,Fierce Invalids Home from Hot Climates,8
36907,0786868716,The Five People You Meet in Heaven,7
77809,0670869902,How Stella Got Her Groove Back,4
88693,0553260111,The Bourne Identity,7
93631,0066211611,Portrait in Sepia,7
146564,0553279378,I Know Why the Caged Bird Sings,8
179718,0425132048,Eyes of Prey,8
236058,0670032379,The Secret Life of Bees,4
175052,080411109X,The Hundred Secret Senses,7
258534,0312990456,One for the Money (A Stephanie Plum Novel),10
274634,0842329269,Apollyon: The Destroyer Is Unleashed (Left Behind No. 5),7
95359,0385729340,The Second Summer of the Sisterhood,10
268300,0670272663,Different Seasons,10
13552,0141000198,Bridget Jones's Diary,9
42847,0316969680,The Beach House,7
270801,038572179X,Atonement : A Novel,9
3917,0679722645,The Maltese Falcon (Vintage Crime/Black Lizard),7
245371,0740723367,The Meaning Of Life,9
274061,0451153553,Misery,10
105979,0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),8
117873,0312171838,Bachelor Brothers' Bed &amp; Breakfast,8
133738,0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,9
153662,0515124621,Then Came Heaven,10
49154,0515114006,Private Scandals,5
114444,0061092002,Galilee,7
80929,0140293248,The Girls' Guide to Hunting and Fishing,3
153653,042510107X,Red Storm Rising,8
240333,014100018X,Chocolat,8
269140,0553582755,One Door Away from Heaven,8
203900,0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",10
225996,0671721291,The Ship Who Searched,10
270829,042507160X,Dune (Dune Chronicles (Berkley Paperback)),9
191775,0449223612,N Is for Noose,10
243429,0679454454,Sick Puppy,6
27472,0449005836,The Right Hand of Evil,6
27617,0380710722,It's Always Something,10
43246,1853260010,Wuthering Heights (Wordsworth Classics),7
70649,0971880107,Wild Animus,8
60140,0316603287,The Lake House,4
183187,0451167716,The Godfather,10
114368,0671534734,Unfinished Symphony (Logan),5
244627,0515118559,True Betrayals,10
76626,0380715430,The Mother Tongue,10
117594,0786889020,Don't Stand Too Close to a Naked Man,6
124688,0552998931,Chocolat,8
183952,0312243022,The Hours : A Novel,5
266056,0446612545,The Beach House,7
13552,0671759361,Pearl in the Mist (Landry),7
29905,0446608955,A Walk to Remember,8
269386,0316969443,Suzanne's Diary for Nicholas,10
132582,0061015725,Prey,9
148662,0060987103,Wicked: The Life and Times of the Wicked Witch of the West,4
163554,044024126X,Taken,9
16795,0553580191,Seize the Night,7
113270,0679721037,Hiroshima,10
184513,0345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),8
201526,0671617028,The Color Purple,7
243759,0440225299,Numbered Account,7
37512,0061020702,The Light Fantastic (Discworld Novels (Paperback)),8
163804,0312050631,Confessions of a Failed Southern Lady,6
236340,0446611212,Violets Are Blue,9
145644,0140018328,Kiss Kiss (French Language Edition),7
217512,0399148639,Mortal Prey,9
43910,0316776963,Me Talk Pretty One Day,7
73588,044166251X,"Phule's Company (Phule's Company, No 1)",6
143415,0449908798,Duplicate Keys,5
183061,044652087X,My Sergei: A Love Story,8
230459,0743457358,Everything's Eventual : 14 Dark Tales,7
38950,0066214122,Prey: A Novel,10
66680,0451190556,The Green Mile: The Bad Death of Eduard Delacroix (Green Mile Series),7
110483,0441304834,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),10
73923,0767903854,In a Sunburned Country,8
173301,0786808551,"The Arctic Incident (Artemis Fowl, Book 2)",8
85993,0439139597,Harry Potter and the Goblet of Fire (Book 4),10
277710,0446613843,The Jester,6
176214,0399145923,Carolina Moon,8
249958,0064410129,"The Carnivorous Carnival (A Series of Unfortunate Events, Book 9)",10
254465,006440188X,The Secret Garden,10
16795,0553565915,Embraced by the Light,7
30029,0440223571,This Year It Will Be Different: And Other Stories,7
30131,039480029X,Hop on Pop (I Can Read It All by Myself Beginner Books),10
133037,0064400557,Charlotte's Web (Trophy Newbery),9
228868,0553574086,Critical Judgment,8
59656,0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),9
65370,0425195449,Naked Prey (Prey),8
94213,0684826127,WATER WITCHES,8
115700,0451203895,4 Blondes,6
33580,0671027360,Angels &amp; Demons,10
44450,0440241162,Nerd in Shining Armor,8
204507,0671708635,Seven Habits Of Highly Effective People,10
209373,0440236169,Birdman,9
36609,037576092X,Autobiography of a Fat Bride : True Tales of a Pretend Adulthood,10
113030,0671708635,Seven Habits Of Highly Effective People,10
169006,0451163524,"The Drawing of the Three (The Dark Tower, Book 2)",8
247447,0515114006,Private Scandals,9
51992,039914675X,The Cat Who Went up the Creek,7
69232,0373218958,Less Of A Stranger (Silhouette Single Title),10
257024,034538430X,TickTock,10
69156,0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),9
140255,0671867091,Remember Me,9
174151,0842329269,Apollyon: The Destroyer Is Unleashed (Left Behind No. 5),9
30824,0689710879,The Dark Is Rising,10
60263,0743412028,Pay It Forward,8
159860,0811825558,The Worst-Case Scenario Survival Handbook,10
178240,0385472951,The Partner,6
86906,0060921145,Animal Dreams,8
101851,0312924585,Silence of the Lambs,7
162380,0452282268,Le Mariage,6
28056,0743237196,Fall on Your Knees,7
258185,055329315X,Reckless,8
27813,0515128600,The Edge,8
68615,0380725835,Endangered Species (Anna Pigeon Mysteries (Paperback)),9
80683,0440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,7
96474,0449911519,Secret History : A Novel,8
170810,0671021001,She's Come Undone (Oprah's Book Club),8
187990,0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),8
60427,0375700757,Cold Mountain : A Novel,8
113904,0385337116,The Rule of Four,9
113983,0425181103,Phantoms,7
114368,042517140X,Loyalty in Death,5
163570,0345387651,The Cider House Rules,9
266865,0060929871,Brave New World,10
60392,0425114236,Accidental Tourist,10
29526,0345435168,Open House (Oprah's Book Club (Paperback)),9
179718,0671759361,Pearl in the Mist (Landry),9
55892,0385315236,The Horse Whisperer,7
211426,0451142934,Skeleton Crew,8
232945,0553571885,A Thin Dark Line (Mysteries &amp; Horror),8
59912,0553211404,Jane Eyre (Bantam Classics),7
187145,0375706771,Midwives: A Novel,8
124983,0440404193,"Are You There God?  It's Me, Margaret",9
182053,0060256656,The Giving Tree,10
278026,0061094129,Legal Tender,8
15021,0971263906,Saint Nick,8
95359,0316769487,The Catcher in the Rye,8
125736,0064472795,"Princess in the Spotlight (The Princess Diaries, Vol. 2)",10
143415,0060977493,The God of Small Things,10
147680,0671024248,Hearts In Atlantis,9
230522,0553213164,Anne of Windy Poplars (Anne of Green Gables Novels (Paperback)),10
4334,0451149513,It,8
104144,140003065X,A Fine Balance,8
185233,0451137965,Thinner,5
265194,0451203771,Scarlet Feather,8
110973,0316734837,Fortune's Rocks : A Novel,9
132425,0151008116,Life of Pi,7
81088,0749309423,The Silence of the Lambs,7
143415,0312282990,The Amazing Adventures of Kavalier &amp; Clay,9
174683,038531258X,Cold Sassy Tree,10
232945,0553578022,The Face of Deception,8
261829,0451205421,The Door to December,9
127481,0553272535,Night,8
157273,0020198906,Joshua,8
213598,0142001740,The Secret Life of Bees,7
240224,044990928X,Operating Instructions: A Journal of My Son's First Year,7
240568,0679434046,In the Kitchen With Rosie: Oprah's Favorite Recipes,10
247240,0452282152,Girl with a Pearl Earring,6
18384,0553212621,Lady Chatterley's Lover: Complete and Unexpurgated 1928 Orioli Edition,8
67840,0375700757,Cold Mountain : A Novel,10
102668,038079487X,What Looks Like Crazy On An Ordinary Day,7
144038,0060987529,Confessions of an Ugly Stepsister : A Novel,10
235282,0743418190,In Her Shoes : A Novel,8
6563,0552998001,Blackberry Wine,8
28492,0099245027,The Testament,8
78553,0380756293,The Magic of You (Malory Novels (Paperback)),10
98026,0440217547,Accident,7
109901,0804109729,Russka : The Novel of Russia,9
138602,0812550307,"The Fires of Heaven (The Wheel of Time, Book 5)",10
188483,0553565915,Embraced by the Light,10
231357,0553250531,The Valley of Horses,10
274061,0345444884,The Talisman,10
113630,0064408655,"The Vile Village (A Series of Unfortunate Events, Book 7)",7
215988,0446670111,Einstein's Dreams,5
182202,0316910333,Gossip Girl #1 : A Novel by Cecily von Ziegesar (Gossip Girl),8
201017,0380698714,Sideways Stories from Wayside School (Wayside School),9
218760,0375702709,A Lesson Before Dying (Vintage Contemporaries (Paperback)),5
91103,1565122968,Gap Creek: A Novel,6
270713,0670869902,How Stella Got Her Groove Back,7
270906,0679454446,Lucky You,6
13552,0380756250,Once a Princess,9
33264,039915079X,The Teeth of the Tiger,7
94385,0440223571,This Year It Will Be Different: And Other Stories,5
152186,0440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,4
178356,0515119652,From the Heart: Tonight and Always/A Matter of Choice/Endings and Beginnings,10
270820,0440242002,Bleachers,5
37623,0451177096,Dolores Claiborne,8
121817,0452282152,Girl with a Pearl Earring,9
148898,1551668912,Thursday'S At Eight,5
156534,0413537900,The Secret Diary of Adrian Mole Aged 13 3/4,6
168245,0553574108,I Thee Wed,8
193412,0060175400,The Poisonwood Bible,9
244277,0553279378,I Know Why the Caged Bird Sings,7
8253,0060930535,The Poisonwood Bible: A Novel,10
129716,0060972122,The Mysteries of Pittsburgh,8
177233,0385336179,Shopaholic Ties the Knot,8
28634,0446608955,A Walk to Remember,10
117873,0743418174,Good in Bed,7
16795,0312980140,Seven Up (A Stephanie Plum Novel),6
19085,0505524090,Dark Challenge,8
119541,1573225789,The Color of Water: A Black Man's Tribute to His White Mother,9
177432,0553210092,The Scarlet Letter,7
246311,1573229725,Fingersmith,8
929,0671617028,The Color Purple,8
43006,0375705856,Plainsong (Vintage Contemporaries),9
77526,0439064872,Harry Potter and the Chamber of Secrets (Book 2),8
152309,0060934417,Bel Canto: A Novel,8
244710,0679746048,"Girl, Interrupted",5
28592,0385729340,The Second Summer of the Sisterhood,9
67236,0425155943,Contagion,8
127914,0804114986,The Bonesetter's Daughter,9
241666,0425154092,From Potter's Field,8
177432,0451166582,The Eyes of the Dragon,8
198776,0449219410,Skin Tight,7
43806,0451169514,It,10
75081,0440211727,A Time to Kill,8
104362,0066214122,Prey: A Novel,6
266056,0842329218,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),9
3556,0842321934,The Vanishings (Left Behind: The Kids #1),10
13552,0425169863,Point of Origin,9
174326,0452264464,Beloved (Plume Contemporary Fiction),9
203075,0590353403,Harry Potter and the Sorcerer's Stone (Book 1),10
222217,0440234743,The Testament,4
275970,0446391301,Geek Love,7
10118,076790592X,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",10
15957,000716226X,The Bride Stripped Bare : A Novel,6
76818,0441172717,Dune (Remembering Tomorrow),8
193469,0441172695,"Dune Messiah (Dune Chronicles, Book 2)",10
234205,0451526341,Animal Farm,8
245295,0684833395,Catch 22,10
114444,0743211375,From a Buick 8 : A Novel,7
124078,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
147141,0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",9
187517,042516098X,Hornet's Nest,8
188799,0743206053,Kitchen Privileges : A Memoir,8
253310,0316666343,The Lovely Bones: A Novel,9
25409,0060086386,Filthy Rich,7
153662,055329315X,Reckless,9
66443,0140124373,Red Dwarf,9
169057,0446612545,The Beach House,9
224349,0553572997,The Alienist,8
190925,0395927218,The Namesake,8
217468,0345378490,Congo,6
106225,0553560247,Dying for Chocolate (Culinary Mysteries (Paperback)),7
209985,038082101X,Daughter of Fortune: A Novel,8
225986,0440211727,A Time to Kill,8
225996,0875421180,Wicca: A Guide for the Solitary Practitioner,8
270820,0553573136,Couplehood,7
60244,0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),9
95359,0452262143,"The Drawing of the Three (The Dark Tower, Book 2)",10
169682,0312144075,The Samurai's Garden : A Novel,9
109901,0140071814,The Kingdom by the Sea: A Journey Around the Coast of Great Britain,9
200707,0836218655,Wiener Dog Art,8
67174,0886773520,"Magic's Pawn (The Last Herald-Mage Series, Book 1)",7
202462,0425154092,From Potter's Field,9
277710,0061015725,Prey,4
110973,0671867156,Pretend You Don't See Her,7
128365,0786868716,The Five People You Meet in Heaven,7
223154,0446613266,Four Blind Mice,6
277171,080410946X,Object Lessons,8
82797,0316666343,The Lovely Bones: A Novel,10
96194,0446607657,When the Wind Blows,8
149908,0802135196,Valley of the Dolls: A Novel,6
250456,0440224705,Hard Time (V.I. Warshawski Novels (Paperback)),7
268603,0440944597,The Chocolate War (Laurel Leaf Books),9
36609,0385336772,Diary of a Mad Mom-To-Be,8
31826,0425121259,The Servants of Twilight,10
81298,0842329242,Nicolae: The Rise of Antichrist (Left Behind No. 3),7
110112,0425104346,Darkfall,7
126726,0312950586,Every Living Thing,8
269890,0515128821,The Breaker,7
21659,044651652X,The Bridges of Madison County,10
40415,0060934913,Kitchen Confidential: Adventures in the Culinary Underbelly,10
158846,0451210158,Dirty Work (Stone Barrington Novels (Paperback)),5
228998,055357258X,The Last Suppers,6
238008,0380814803,The Pursuit (Avon Historical Romance),7
30711,0140345353,The Devil's Arithmetic,8
110912,0312289723,Ten Big Ones: A Stephanie Plum Novel,9
135045,0425130711,Cold Fire,8
274301,0553279556,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),10
247966,0553584375,No One to Trust,10
25827,0684863472,A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story,8
276050,0451179285,The Stand: The Complete &amp; Uncut Edition,8
11517,0385720920,Choke,9
47329,2253063339,Les Fourmis,5
53220,0553579606,Ashes to Ashes,9
95359,0345404114,Sleepers,7
115692,0399145885,Atlantis Found (Dirk Pitt Adventures (Hardcover)),7
164323,0553212451,The Jungle (Bantam Classics),8
265656,0061000175,Skinwalkers (Joe Leaphorn/Jim Chee Novels),10
70666,0451160525,"The Gunslinger (The Dark Tower, Book 1)",10
125039,0553573403,"A Game of Thrones (A Song of Ice and Fire, Book 1)",10
163570,0743457358,Everything's Eventual : 14 Dark Tales,10
172742,0060922532,Pigs in Heaven,8
35704,0380978415,"Fluke : Or, I Know Why the Winged Whale Sings",9
40772,0345452704,Dying to Please,6
166123,0441005748,Blue Moon (Anita Blake Vampire Hunter),8
239468,044922046X,Catering to Nobody,6
22625,0345350499,The Mists of Avalon,10
34215,0679785892,Fear and Loathing in Las Vegas : A Savage Journey to the Heart of the American Dream,10
129074,0446310786,To Kill a Mockingbird,10
93629,0060970790,The Man Who Mistook His Wife for a Hat: And Other Clinical Tales,6
127359,0446604658,Lucky You,7
149361,0767902521,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),8
173481,055356451X,Night Sins,8
269386,0446601241,Kiss the Girls,8
133747,0804108749,Saint Maybe,8
153927,0842329250,Soul Harvest: The World Takes Sides (Left Behind No. 4),10
263793,0440431808,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,10
126196,155166674X,Between Friends,9
152946,1573229326,How to Be Good,7
153032,0345404114,Sleepers,7
180651,0140177396,Of Mice and Men (Penguin Great Books of the 20th Century),7
30716,0446673544,Sex &amp; the City,4
83671,0441004520,Killing Dance (Anita Blake Vampire Hunter (Paperback)),9
96103,0446607711,The Simple Truth,9
36907,0385490445,Alias Grace : A Novel,9
206016,0553573985,Gibbon's Decline and Fall,9
217375,0440236673,The Brethren,9
256843,0670892963,Bridget Jones : The Edge of Reason,9
32599,0451526341,Animal Farm,7
34581,0316666343,The Lovely Bones: A Novel,8
114498,0439064872,Harry Potter and the Chamber of Secrets (Book 2),10
204864,0142001805,The Eyre Affair: A Novel,10
94951,0449212602,The Handmaid's Tale,8
131202,0671024248,Hearts In Atlantis,6
92652,006101351X,The Perfect Storm : A True Story of Men Against the Sea,5
113966,0425143325,Without Remorse,5
218272,0345452569,A Cold Heart (Alex Delaware Novels (Paperback)),7
242083,0684853523,On Writing,8
16966,0312979096,Now You See Me,7
23872,0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),10
199515,0446606189,Cat &amp; Mouse (Alex Cross Novels),8
274325,0385512104,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),8
127914,0451166582,The Eyes of the Dragon,10
216012,0743206045,Daddy's Little Girl,8
225996,051513452X,The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback)),10
1733,0440168724,A Perfect Stranger,9
16795,0525945210,A Man Named Dave: A Story of Triumph and Forgiveness,10
138441,084395048X,Lair of the Lion,4
233578,0440214041,The Pelican Brief,10
210485,0812548051,"Wizard's First Rule (Sword of Truth, Book 1)",9
68447,014017737X,The Pearl,8
112001,0553278592,Sweet Revenge,10
123883,0446605239,The Notebook,5
236840,0425178765,Easy Prey,9
79556,0679785892,Fear and Loathing in Las Vegas : A Savage Journey to the Heart of the American Dream,8
107718,0971880107,Wild Animus,4
169682,0671534645,Apollo 13 : Lost Moon,9
90417,0515131229,Dance upon the Air (Three Sisters Island Trilogy),9
109779,0451524934,1984,9
173415,0679410325,"Secret History, The",10
75149,0316779237,Holidays on Ice : Stories,3
123883,037348397X,The Donovan Legacy,5
235282,0553208845,Siddhartha,10
254465,0451408888,The Trials of Tiffany Trott,1
81854,0446612545,The Beach House,8
148314,0345370805,How to Make an American Quilt,7
21828,0684853949,The Man Who Mistook His Wife For A Hat : And Other Clinical Tales,10
94843,044022425X,Drums of Autumn,9
106007,0345325818,The Silmarillion,8
125039,0590457225,Dealing With Dragons (Enchanted Forest Chronicles (Paperback)),9
126026,0425155943,Contagion,7
189569,0525934960,The Te of Piglet,5
275610,0061000043,A Thief of Time (Joe Leaphorn/Jim Chee Novels),8
90232,2253150711,Stupeur Et Tremblements,9
91263,0679734775,The House on Mango Street (Vintage Contemporaries),7
116428,0060934417,Bel Canto: A Novel,8
59180,0375406182,Plainsong,10
81368,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),8
95353,0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),10
159946,0385722435,Ella Minnow Pea: A Novel in Letters,9
268711,3426600218,Dinopark/Jurassic Park,6
7346,0425177173,Atlantis Found,8
244171,0316769495,Franny and Zooey,9
12538,0312195516,The Red Tent (Bestselling Backlist),9
13552,0060085452,Boy Meets Girl,7
146649,8432206407,Sin Noticias De Gurb (Biblioteca breve),6
3675,1878448900,Girl in Hyacinth Blue,7
22200,0553572512,Playing for the Ashes,6
94376,0553580272,"House Atreides (Dune: House Trilogy, Book 1)",3
15602,038550926X,The Devil Wears Prada : A Novel,9
59554,0671021001,She's Come Undone (Oprah's Book Club),7
8801,0380778556,Rebecca,8
60337,0446530077,Find Me,8
230699,0452272319,Foxfire: Confessions of a Girl Gang,8
23547,0312990456,One for the Money (A Stephanie Plum Novel),8
41227,3453007867,Friedhof der Kuscheltiere. Roman.,10
113955,0394820371,The Phantom Tollbooth,9
138578,0316666343,The Lovely Bones: A Novel,10
15046,0451156609,The Tommyknockers,3
42914,038533348X,Cat's Cradle,9
55490,0451160525,"The Gunslinger (The Dark Tower, Book 1)",10
101035,0312983824,Faking It,8
198012,0670805149,Lake Wobegon Days,10
206709,0671027360,Angels &amp; Demons,6
210485,0345378490,Congo,7
132083,014028009X,Bridget Jones's Diary,10
153662,0553295977,Carnal Innocence,9
197502,080410753X,The Kitchen God's Wife,8
105221,0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",10
142565,0440236673,The Brethren,8
207924,0425181464,Seduction in Death,5
208406,0345353145,Sphere,8
276680,0345436911,The Dress Lodger (Ballantine Reader's Circle),8
96554,0156027321,Life of Pi,10
264321,0064471101,The Magician's Nephew (rack) (Narnia),7
33319,0446523569,Message in a Bottle,10
143968,0140179836,The Liar's Club: A Memoir,8
122716,0446365386,Gone with the Wind,10
69721,0064471047,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)",10
95359,0385335830,Diary of a Mad Bride (Summer Display Opportunity),9
195904,0385504209,The Da Vinci Code,9
258534,055357227X,"The Web (Alex Delaware Series, No. 10)",7
139070,0316779237,Holidays on Ice : Stories,8
152579,0451524934,1984,7
60707,0671001795,Two for the Dough,9
106849,0399145087,Black Notice,10
135673,055328942X,"The Shelters of Stone (Earth's Children, Book 5)",8
271195,068486424X,"YESTERDAY, I CRIED : Celebrating the Lessons of Living and Loving",9
61147,0451210638,A Case of Need,10
40415,0312195516,The Red Tent (Bestselling Backlist),8
180801,0312971346,High Five (A Stephanie Plum Novel),8
223231,0142001805,The Eyre Affair: A Novel,9
53390,0449907481,A Thousand Acres (Ballantine Reader's Circle),8
144997,0449911357,Fried Green Tomatoes at the Whistle Stop Cafe (Ballantine Reader's Circle),7
160819,038079487X,What Looks Like Crazy On An Ordinary Day,10
244779,0440236991,Leap of Faith,7
55006,0345350499,The Mists of Avalon,6
91184,0553277243,Time Flies,8
134478,0451187903,Sense and Sensibility,7
166391,0385508042,The King of Torts,9
201829,0671027387,Deception Point,10
100459,0316735736,All He Ever Wanted: A Novel,7
193529,0451176464,Gerald's Game,8
22625,043935806X,Harry Potter and the Order of the Phoenix (Book 5),10
78553,0380753022,Gentle Rogue (Malory Novels (Paperback)),9
96744,0425122123,Clear and Present Danger (Jack Ryan Novels),8
229741,0316769487,The Catcher in the Rye,8
273113,0515118230,Home Song,5
32627,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",9
74758,0515131229,Dance upon the Air (Three Sisters Island Trilogy),8
171118,0451160312,I Never Promised You a Rose Garden,8
185176,0064408663,"The Hostile Hospital (A Series of Unfortunate Events, Book 8)",8
3326,3453061187,Die Jury. Roman.,6
28222,0345417623,Timeline,9
46398,0929634063,50 Simple Things You Can Do to Save the Earth,6
105058,0316693294,Cat and Mouse,8
114368,0515116068,Hidden Riches,10
155147,0140053204,Travels With Charley: In Search of America,7
247278,042514545X,Fool's Puzzle,9
277051,0385720920,Choke,10
115435,0425080021,Dune,10
191072,0425152251,Sophie's World: A Novel About the History of Philosophy,8
194669,0385504209,The Da Vinci Code,9
251844,0451166892,The Pillars of the Earth,10
3817,0671758896,"Loves Music, Loves to Dance",8
194600,0373250215,Burning The Map,6
223787,0609608444,"The Devil in the White City : Murder, Magic, and Madness at the Fair That Changed America (Illinois)",10
37512,0553277537,Dandelion Wine (Grand Master Editions),5
241980,0553576798,The Other Daughter,10
217468,0440221471,The Runaway Jury,8
137589,0060930535,The Poisonwood Bible: A Novel,9
162780,0553578316,Sticks &amp; Scones,6
71102,0060977337,Downsize This! Random Threats from an Unarmed American,7
218240,037348397X,The Donovan Legacy,5
46892,0345386132,Eyes of a Child,5
105979,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),6
100644,0380789019,Neverwhere,10
110934,0515119644,The Judge,6
251394,0812550706,Ender's Game (Ender Wiggins Saga (Paperback)),9
91203,0316969680,The Beach House,7
109700,0671027360,Angels &amp; Demons,8
144038,0804106304,The Joy Luck Club,10
224626,044661064X,The First Counsel,10
34600,0743437810,The Vanished Man : A Lincoln Rhyme Novel (Lincoln Rhyme Novels (Paperback)),8
147839,0316603287,The Lake House,3
193768,0316693294,Cat and Mouse,8
201447,0312966806,Tell Me Lies (Tell Me Lies),8
30081,0380730138,Vinegar Hill (Oprah's Book Club (Paperback)),5
92547,0060391502,The Zone: A Dietary Road Map to Lose Weight Permanently : Reset Your Generic Code : Prevent Disease : Achieve Maximum Physical Performance,5
35612,068486424X,"YESTERDAY, I CRIED : Celebrating the Lessons of Living and Loving",7
55826,0060927240,"Rule of the Bone : Novel, A",7
80555,0765345048,Kushiel's Chosen (Kushiel's Legacy),10
31008,0060529709,Everything Is Illuminated : A Novel,5
53392,0375727345,House of Sand and Fog,8
62881,0440214041,The Pelican Brief,5
88693,0812550757,Speaker for the Dead (Ender Wiggins Saga (Paperback)),9
163194,0061099155,People of Darkness (Jim Chee Novels),7
185087,0679442790,The Reader,10
203844,0446674249,L.A. Confidential,7
135703,0767915062,Bill Bryson's African Diary,10
159506,0440213525,The Client,8
235688,067169071X,EVERYTHING SHE EVER WANTED,8
263163,0553213148,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),8
113270,0140265686,Out to Canaan (The Mitford Years),7
276050,067102423X,Bag of Bones,8
35433,3404118960,Die SÃ?Â¤ulen der Erde. Roman.,10
92810,0671024108,Speaking in Tongues,5
101606,0385319037,Animal Husbandry,7
137968,0375502025,The Greatest Generation,10
144516,0452283205,Falling Angels,4
273979,0064400042,On the Banks of Plum Creek,9
135703,0836218655,Wiener Dog Art,8
138906,0064472795,"Princess in the Spotlight (The Princess Diaries, Vol. 2)",8
259629,0345369947,The Mummy or Ramses the Damned,8
263877,006000438X,The Death of Vishnu: A Novel,8
91113,0441304834,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),10
104211,0425195449,Naked Prey (Prey),9
111954,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),5
141089,0425151875,Tom Clancy's Op-Center: Games of State (Tom Clancy's Op Center (Paperback)),8
179718,0553582658,Summer Light,10
241367,0312195516,The Red Tent (Bestselling Backlist),10
9094,0590846280,The Adventures of Captain Underpants: An Epic Novel (Captain Underpants),10
173253,0060391502,The Zone: A Dietary Road Map to Lose Weight Permanently : Reset Your Generic Code : Prevent Disease : Achieve Maximum Physical Performance,7
201042,055334949X,Even Cowgirls Get the Blues,7
264321,0446601241,Kiss the Girls,5
8253,0385490445,Alias Grace : A Novel,8
61147,0345350685,The Autobiography of Malcolm X,10
109135,0060512822,The Poisonwood Bible,8
257204,0345335511,"Pawn of Prophecy (The Belgariad, Book 1)",10
188659,0679439382,The Little Friend,5
257700,0316769487,The Catcher in the Rye,2
5582,0679454470,"The Vampire Armand : The Vampire Chronicles (Rice, Anne, Vampire Chronicles)",7
98320,155874262X,Chicken Soup for the Soul (Chicken Soup for the Soul),7
105517,0671693816,Wifey,5
142121,0451210743,Hornet Flight,7
164675,0451166892,The Pillars of the Earth,8
77809,0553296981,Anne Frank: The Diary of a Young Girl,9
145558,0140042407,Tortilla Flat,7
177458,0441478123,The Left Hand of Darkness (Remembering Tomorrow),7
7283,0375707972,The Reader,10
17183,0316666343,The Lovely Bones: A Novel,6
28634,0345384350,Icebound,8
48355,0553573403,"A Game of Thrones (A Song of Ice and Fire, Book 1)",8
68984,0440211263,Circle of Friends,6
71712,0553272616,The Unloved,7
126736,0345391055,Disclosure,6
94213,0374129983,The Corrections,8
106768,0451160525,"The Gunslinger (The Dark Tower, Book 1)",8
211426,0316769487,The Catcher in the Rye,10
88412,0345361792,A Prayer for Owen Meany,10
209373,0385324057,Summer Sisters,8
225087,0446606189,Cat &amp; Mouse (Alex Cross Novels),10
114544,068486424X,"YESTERDAY, I CRIED : Celebrating the Lessons of Living and Loving",9
128835,0440221595,The Glass Lake,9
144531,0312980140,Seven Up (A Stephanie Plum Novel),9
153361,0440211727,A Time to Kill,9
171445,0316776963,Me Talk Pretty One Day,9
254465,0140298479,Bridget Jones: The Edge of Reason,10
45557,0671002481,The First Wives Club Movie Tie In,9
114444,0671741187,Where Are the Children?,7
253668,1573227331,About a Boy,10
98440,0345317580,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),10
105979,0679442405,Traveling Mercies: Some Thoughts on Faith,8
169006,0375705856,Plainsong (Vintage Contemporaries),8
238065,0671722859,ROMEO AND JULIET,10
93047,0061020656,Pyramids (Discworld Novels (Paperback)),7
167189,0786883375,Don't Sweat the Small Stuff with Your Family : Simple Ways to Keep Daily Responsibilities and Household Chaos from Taking Over Your Life (Don't Sweat the Small Stuff Series),8
244349,0451190491,The Two Dead Girls (Green Mile Series),9
